task,seed,method,normalized_HV,shape_error,force_MAPE
torsional coil,1,MOMF,0.8241018433609638,0.07831451194593254,0.10649512587384942
torsional coil,2,MOMF,0.8140726990256392,0.07420783555646837,0.10695172485762693
torsional coil,3,MOMF,0.8402637953918788,0.08005402864392351,0.12488902225714318
torsional coil,4,MOMF,0.8016338402267791,0.06521432819268348,0.12113136704764597
torsional coil,5,MOMF,0.8292330869756505,0.08322434182670801,0.12070630535991625
torsional coil,6,MOMF,0.8158423384295397,0.06898092859428784,0.08761591086000786
torsional coil,7,MOMF,0.819743719604912,0.08073699623851868,0.12742577526838492
torsional coil,8,MOMF,0.8130489089754395,0.07023475818353465,0.10738142600315079
torsional coil,9,MOMF,0.825385738028705,0.09115807274871762,0.11905236983133735
torsional coil,10,MOMF,0.8421944481583699,0.07961041158213548,0.11967308555619595
torsional coil,11,MOMF,0.822923300949025,0.08122566197359775,0.11484083055719085
torsional coil,12,MOMF,0.8197138119986113,0.062204872128056865,0.11682717569678995
torsional coil,13,MOMF,0.828547373801688,0.0797166201394401,0.14631381277910016
torsional coil,14,MOMF,0.848370579206788,0.08100014230429736,0.12650182666255588
torsional coil,15,MOMF,0.8080653930898013,0.08278540309485954,0.12203213683469159
torsional coil,16,MOMF,0.828759127689177,0.08244534127162462,0.10223090441205793
torsional coil,17,MOMF,0.8069458321459689,0.06524049730576827,0.12393498639370307
torsional coil,18,MOMF,0.8225057820292935,0.08631507368009382,0.1063306438916254
torsional coil,19,MOMF,0.8148965157560862,0.06608683011362432,0.111550268401087
torsional coil,20,MOMF,0.8103612832431776,0.07283632540699433,0.10748760464853183
torsional coil,1,PHSEA,0.8222843905899363,0.08140436058227905,0.10768077520720419
torsional coil,2,PHSEA,0.7918642798598098,0.09542730236396071,0.1249977153701344
torsional coil,3,PHSEA,0.8288616915880332,0.09196541234333057,0.14647155061366512
torsional coil,4,PHSEA,0.8057871371600206,0.07751334452302797,0.15280892119469197
torsional coil,5,PHSEA,0.8254854135057588,0.09153010539573764,0.1325964571126997
torsional coil,6,PHSEA,0.8112690135061521,0.07648820008575703,0.11998443836641881
torsional coil,7,PHSEA,0.8400740856753093,0.07914564032672163,0.149741859887141
torsional coil,8,PHSEA,0.8194516233939211,0.08102958239278894,0.13151782506179674
torsional coil,9,PHSEA,0.7831345040550248,0.08555947481685412,0.11811839156897604
torsional coil,10,PHSEA,0.8093623565594911,0.06889394273383094,0.12653744583583643
torsional coil,11,PHSEA,0.8313296870458443,0.08394837210097601,0.13559692941834495
torsional coil,12,PHSEA,0.8000497954293004,0.08894291467575234,0.12924536296672567
torsional coil,13,PHSEA,0.7968568250578973,0.0939230518551843,0.14135057372810775
torsional coil,14,PHSEA,0.822135019793395,0.08060394712322784,0.14299726683763375
torsional coil,15,PHSEA,0.7926859562907166,0.0962058306545243,0.11316483573163026
torsional coil,16,PHSEA,0.8290173433126499,0.08078915405948073,0.12034435797272508
torsional coil,17,PHSEA,0.8114989637811021,0.07640323826377939,0.12386140738430342
torsional coil,18,PHSEA,0.8092551788349692,0.0859243040862875,0.13587235565589503
torsional coil,19,PHSEA,0.8004943598698969,0.08667318671463368,0.11699492533843173
torsional coil,20,PHSEA,0.8054329682393666,0.07358938392214524,0.14581516761850086
torsional coil,1,MSAEA-DM,0.799234589682468,0.0887683013358158,0.1530114692917073
torsional coil,2,MSAEA-DM,0.8010492375963245,0.09481536691538668,0.12240481069539873
torsional coil,3,MSAEA-DM,0.8091843168982917,0.08813730395910256,0.14060697830987307
torsional coil,4,MSAEA-DM,0.7915149286902367,0.0949517144391236,0.14357090079533028
torsional coil,5,MSAEA-DM,0.8080444167236484,0.087064629567518,0.1508246758040816
torsional coil,6,MSAEA-DM,0.8031623115451131,0.09438508080005437,0.14996880080061528
torsional coil,7,MSAEA-DM,0.8021371424992153,0.09179806862456656,0.13431784825607437
torsional coil,8,MSAEA-DM,0.8078616347330538,0.08173193956004349,0.13858136721307093
torsional coil,9,MSAEA-DM,0.7849088065952633,0.10244312428736596,0.15503731287506367
torsional coil,10,MSAEA-DM,0.8174462011157465,0.08586421260319384,0.16130100546283557
torsional coil,11,MSAEA-DM,0.7963569837351735,0.08943111539831278,0.13402393639533486
torsional coil,12,MSAEA-DM,0.7934791876596509,0.09878161010448193,0.13585750693350346
torsional coil,13,MSAEA-DM,0.8067813112044748,0.09661716512542509,0.1664622206095806
torsional coil,14,MSAEA-DM,0.8089886605299009,0.10443047997783023,0.14928304205833426
torsional coil,15,MSAEA-DM,0.7968310497281011,0.07537167686065749,0.15036319717320187
torsional coil,16,MSAEA-DM,0.817654092502853,0.08304468580928463,0.13237655763127582
torsional coil,17,MSAEA-DM,0.7912980534166145,0.08373240261073173,0.15300060113757993
torsional coil,18,MSAEA-DM,0.7843316461746072,0.09549805840262292,0.13319081659631593
torsional coil,19,MSAEA-DM,0.8118993828526718,0.08846702708622711,0.14098853316886115
torsional coil,20,MSAEA-DM,0.8060618444739507,0.08310719897807228,0.122507215587075
torsional coil,1,AS-SMEA,0.8002454825461883,0.1028200452645504,0.14583563258693685
torsional coil,2,AS-SMEA,0.8141506019704448,0.09267810055866384,0.15681801187245467
torsional coil,3,AS-SMEA,0.8206268527570832,0.09773331391527865,0.15416997007645833
torsional coil,4,AS-SMEA,0.7693911279289374,0.10804440150519837,0.12878653461343503
torsional coil,5,AS-SMEA,0.7686249696309936,0.10392981026183863,0.16723088594992352
torsional coil,6,AS-SMEA,0.7802112561707341,0.10685036137370883,0.14482008885583533
torsional coil,7,AS-SMEA,0.7929883061730592,0.0949873862780328,0.16639935029007982
torsional coil,8,AS-SMEA,0.7946624707956305,0.11161590292086371,0.15375597139050398
torsional coil,9,AS-SMEA,0.7939535684364268,0.11161039851312786,0.14442135141577017
torsional coil,10,AS-SMEA,0.7953696203043896,0.10170104582595789,0.16472368180209945
torsional coil,11,AS-SMEA,0.7916999660595794,0.11638758901523592,0.1503230527675304
torsional coil,12,AS-SMEA,0.8312399768588983,0.09483084989239568,0.1667114050873201
torsional coil,13,AS-SMEA,0.784865294542586,0.11009065543920944,0.16675614973552427
torsional coil,14,AS-SMEA,0.8011215603267323,0.08739898218618673,0.1436162990665415
torsional coil,15,AS-SMEA,0.776324691297882,0.097380784713362,0.15197629255724032
torsional coil,16,AS-SMEA,0.7884833087257264,0.10150913146508087,0.17291950960225005
torsional coil,17,AS-SMEA,0.7936847052817855,0.09800055938593216,0.1747355560635032
torsional coil,18,AS-SMEA,0.7812555491306203,0.09479463982638074,0.17123946520168518
torsional coil,19,AS-SMEA,0.7719047783559221,0.09000871691501777,0.17330524625506494
torsional coil,20,AS-SMEA,0.7860008193266687,0.09724958771903337,0.1752512498056704
double helix,1,Frank-WT MF-PIRN,0.8119407012718002,0.0620202396105851,0.07723725094666667
double helix,2,Frank-WT MF-PIRN,0.8184554478596909,0.06883349444001434,0.08662416851037569
double helix,3,Frank-WT MF-PIRN,0.8225902283282075,0.04963730167978867,0.06415227084108406
double helix,4,Frank-WT MF-PIRN,0.8121480153665228,0.05471094899803435,0.07814007664846319
double helix,5,Frank-WT MF-PIRN,0.8139211421310665,0.04840100677275721,0.0787080305696545
double helix,6,Frank-WT MF-PIRN,0.8083056716882815,0.04938703596003519,0.07805963824213834
double helix,7,Frank-WT MF-PIRN,0.7980180994903829,0.059397206565295325,0.06285631320387144
double helix,8,Frank-WT MF-PIRN,0.8183310910323491,0.061845012982622176,0.07744025620543159
double helix,9,Frank-WT MF-PIRN,0.8279906156932639,0.04183296391463016,0.07943993155408836
double helix,10,Frank-WT MF-PIRN,0.8113241101449037,0.04406282599511496,0.07358201833117785
double helix,11,Frank-WT MF-PIRN,0.8105891651736724,0.05989101416719679,0.06543832635769134
double helix,12,Frank-WT MF-PIRN,0.813863707044068,0.0541444603583501,0.07263811846601645
double helix,13,Frank-WT MF-PIRN,0.8233841090728735,0.039208425792745555,0.06692118355872617
double helix,14,Frank-WT MF-PIRN,0.8061191672860544,0.04526204479168137,0.08041974131443223
double helix,15,Frank-WT MF-PIRN,0.8025101371392335,0.046478307400934636,0.06579364087034213
double helix,16,Frank-WT MF-PIRN,0.8310489820587715,0.05313008301229537,0.07623326049525292
double helix,17,Frank-WT MF-PIRN,0.8503201773816347,0.052157753621130364,0.06815035580864655
double helix,18,Frank-WT MF-PIRN,0.8270348468509457,0.05218353356813017,0.06825640757876983
double helix,19,Frank-WT MF-PIRN,0.8273196865738468,0.054095267192513036,0.0853826856298101
double helix,20,Frank-WT MF-PIRN,0.8518151116424274,0.04865616234311592,0.07997858277836624
double helix,1,MF-HVKG,0.8392008949218642,0.058370916744363406,0.06975850936581662
double helix,2,MF-HVKG,0.8456710241693454,0.06293006109291488,0.10198938466936462
double helix,3,MF-HVKG,0.8597889277246673,0.054439417795344884,0.09150773783637663
double helix,4,MF-HVKG,0.8456168530978644,0.06608558210652184,0.06497368229137548
double helix,5,MF-HVKG,0.8446370941490573,0.06051919099613426,0.09113829373222156
double helix,6,MF-HVKG,0.8489998776058346,0.07428045994775687,0.08948068922335174
double helix,7,MF-HVKG,0.8408028362850548,0.0699690075554603,0.0775285984514239
double helix,8,MF-HVKG,0.8510260712921683,0.05419657229216846,0.08937766634793343
double helix,9,MF-HVKG,0.8409952201778694,0.07268323108552771,0.09336161341970313
double helix,10,MF-HVKG,0.8344657875969254,0.06791320879854218,0.09714706009231702
double helix,11,MF-HVKG,0.8130344363776113,0.06026503165793835,0.10053917991897031
double helix,12,MF-HVKG,0.8556337855371655,0.06342522659408448,0.11281039451802936
double helix,13,MF-HVKG,0.8176965602593239,0.05477388016997512,0.08541573814425003
double helix,14,MF-HVKG,0.8341803667592634,0.05495895116103453,0.09416933829848446
double helix,15,MF-HVKG,0.8492967872135547,0.05043749166043882,0.0899116217375084
double helix,16,MF-HVKG,0.8342359576729625,0.03970480476507347,0.07625657902184357
double helix,17,MF-HVKG,0.8430375980139675,0.05547031291041786,0.09607879319546923
double helix,18,MF-HVKG,0.8615795988965231,0.050820332051787376,0.08295446118412082
double helix,19,MF-HVKG,0.8534746029721572,0.05551710007880276,0.0802100807878313
double helix,20,MF-HVKG,0.8362016243376503,0.06671031890743634,0.0919670503513544
double helix,1,qLogNEHVI,0.8235697152186129,0.07142384118915202,0.12517070530306543
double helix,2,qLogNEHVI,0.8412614650280208,0.06553168367274265,0.11871459471312379
double helix,3,qLogNEHVI,0.8328307426578249,0.07452679079334236,0.10008618810169322
double helix,4,qLogNEHVI,0.8127156631755655,0.06912396577549652,0.11650885287692254
double helix,5,qLogNEHVI,0.8329633450059164,0.06658043572360837,0.10557591952025405
double helix,6,qLogNEHVI,0.8431404631204299,0.07017710777567085,0.09425829733714251
double helix,7,qLogNEHVI,0.8243757016781831,0.06463102792720694,0.11106257525044208
double helix,8,qLogNEHVI,0.8253253968213647,0.06772429449032669,0.11062054722966737
double helix,9,qLogNEHVI,0.8322639984703945,0.07189886308440929,0.1079618354901009
double helix,10,qLogNEHVI,0.8213431604610035,0.08068008111905722,0.09791489828872103
double helix,11,qLogNEHVI,0.827038425275431,0.07583364580631848,0.10315488582438184
double helix,12,qLogNEHVI,0.8262736843742693,0.0757803711800358,0.10088260550990548
double helix,13,qLogNEHVI,0.8470460224185097,0.05810442197804502,0.1002480212065009
double helix,14,qLogNEHVI,0.8301205443722937,0.07140157340760943,0.10460351500953315
double helix,15,qLogNEHVI,0.8268443152110246,0.06394921002502404,0.08846988160686509
double helix,16,qLogNEHVI,0.8184377356083352,0.06195131930916303,0.10103081850598414
double helix,17,qLogNEHVI,0.8196045276028352,0.07676963710559721,0.09934565334424142
double helix,18,qLogNEHVI,0.8278071660230899,0.07633378442173214,0.09661323810657887
double helix,19,qLogNEHVI,0.8289212456439452,0.06215606129500366,0.101157859039558
double helix,20,qLogNEHVI,0.8261472236123656,0.06638117303628038,0.09443298410474371
double helix,1,MOMF,0.8236530152545822,0.07526758781872028,0.12155994837216569
double helix,2,MOMF,0.8346319869028763,0.07862040363939356,0.10354838381054499
double helix,3,MOMF,0.8351589996748318,0.07591284689201082,0.11571445020152017
double helix,4,MOMF,0.826223173129794,0.07581529548691605,0.13170080065035833
double helix,5,MOMF,0.820277056903537,0.08301903677270324,0.12000556501089883
double helix,6,MOMF,0.8049681478006301,0.07856789833744143,0.12946121329954444
double helix,7,MOMF,0.8339214502959206,0.08395463055401158,0.12286373901800252
double helix,8,MOMF,0.8298751918501345,0.08111284092587902,0.12544960356014162
double helix,9,MOMF,0.8228478463980095,0.08996264013570318,0.10904178755140248
double helix,10,MOMF,0.8267965330405167,0.08088896527626804,0.11082205373871752
double helix,11,MOMF,0.8388353252131736,0.07541757186513891,0.1128622030831688
double helix,12,MOMF,0.8169511803360576,0.0776074881696289,0.11801605402241007
double helix,13,MOMF,0.8483745155872238,0.0690703130663425,0.11329978788071499
double helix,14,MOMF,0.8469493876280502,0.08173792787894336,0.11557797539374329
double helix,15,MOMF,0.8142782187588764,0.0812506267080603,0.09435466836842824
double helix,16,MOMF,0.8227791776115262,0.08117383714843061,0.10501158928997084
double helix,17,MOMF,0.8326041081750013,0.07543340979794472,0.12470581283536096
double helix,18,MOMF,0.8194605979484492,0.07922930862266328,0.11227464607405259
double helix,19,MOMF,0.8373227096472445,0.07462331063764391,0.10350233548061247
double helix,20,MOMF,0.8115386624442407,0.059879947757196544,0.10972978144888501
double helix,1,PHSEA,0.8161017660060141,0.07619292048464468,0.12639403195973525
double helix,2,PHSEA,0.8081838379480797,0.08558643887445967,0.14112275641499084
double helix,3,PHSEA,0.815365069632873,0.07418161714443525,0.12339355584419238
double helix,4,PHSEA,0.7918260594939959,0.07716762537466132,0.12736674575489096
double helix,5,PHSEA,0.7877103537651663,0.0738539509701764,0.12708530474099314
double helix,6,PHSEA,0.8287608616317154,0.07999646298844652,0.13525665819812854
double helix,7,PHSEA,0.8268868511459802,0.08155895002870739,0.14554334489646703
double helix,8,PHSEA,0.811531735528088,0.07417973241803497,0.1298802977982028
double helix,9,PHSEA,0.8290227072992928,0.09080593418991473,0.12039796234073334
double helix,10,PHSEA,0.8130127104907202,0.0890446535251227,0.13176093193666485
double helix,11,PHSEA,0.8089475239465049,0.0985104283480741,0.11329455848088263
double helix,12,PHSEA,0.8012452084380516,0.08071463669791719,0.13390750618452119
double helix,13,PHSEA,0.8178242919255053,0.06873346431043866,0.1338461786967195
double helix,14,PHSEA,0.8174800314460493,0.08661486701785681,0.11686367103657481
double helix,15,PHSEA,0.8156364985585559,0.08634433952518904,0.12054934308694785
double helix,16,PHSEA,0.8265797248276395,0.07694087287361297,0.14697874611146075
double helix,17,PHSEA,0.8096775088099906,0.09561856807210282,0.1337461742422984
double helix,18,PHSEA,0.7969891952272057,0.08067250175312364,0.11166493954453921
double helix,19,PHSEA,0.831699536187784,0.08377265304177545,0.1225577787769424
double helix,20,PHSEA,0.821377561784961,0.08814782611560092,0.12241833077788293
double helix,1,MSAEA-DM,0.8064352252417348,0.09514539087581818,0.143442478457525
double helix,2,MSAEA-DM,0.7898806001174942,0.10463441507645874,0.1480099736858462
double helix,3,MSAEA-DM,0.8073127805113715,0.09746740179032114,0.15958798048765127
double helix,4,MSAEA-DM,0.8007290347784838,0.0921956824670952,0.13808202612165194
double helix,5,MSAEA-DM,0.7985436517607871,0.08156044908843994,0.13671066596130912
double helix,6,MSAEA-DM,0.8152320380742817,0.09119846288316874,0.15235483114797516
double helix,7,MSAEA-DM,0.7941904441949084,0.08419893971470681,0.12678095146334828
double helix,8,MSAEA-DM,0.8224687509141985,0.08833048316038843,0.1477923723195999
double helix,9,MSAEA-DM,0.7880640766431738,0.08838387394561424,0.13589580931953044
double helix,10,MSAEA-DM,0.8004612729802237,0.07676352551016019,0.15361752330984801
double helix,11,MSAEA-DM,0.7872466460248728,0.09848952246751914,0.16440183543861123
double helix,12,MSAEA-DM,0.7907664209904917,0.11058725513414824,0.13025786968573896
double helix,13,MSAEA-DM,0.8175434662553628,0.0832836967182259,0.1363795819855618
double helix,14,MSAEA-DM,0.8045767391793435,0.07706134080042377,0.15705760122056583
double helix,15,MSAEA-DM,0.782446835212556,0.0866023479066564,0.14309358763051822
double helix,16,MSAEA-DM,0.8026911486423619,0.10466741785402184,0.14826018437729668
double helix,17,MSAEA-DM,0.7889201196294399,0.08718847698452181,0.15294226036972974
double helix,18,MSAEA-DM,0.802199482936301,0.0981130162944224,0.15031697373535777
double helix,19,MSAEA-DM,0.8035137093948511,0.10560824796555981,0.13876843983145346
double helix,20,MSAEA-DM,0.7809318802826617,0.09273612292809333,0.14293080743279482
double helix,1,AS-SMEA,0.8274163322869582,0.09708624405100738,0.15617325411248575
double helix,2,AS-SMEA,0.8281285028531056,0.10471493808579062,0.17123691960763585
double helix,3,AS-SMEA,0.8362818241777994,0.10039886884326393,0.1550868331201389
double helix,4,AS-SMEA,0.8358169640191807,0.09590501528408989,0.14548761862274912
double helix,5,AS-SMEA,0.8263104136186235,0.10423960740814762,0.1559061139360466
double helix,6,AS-SMEA,0.8701385734743439,0.10911676086582565,0.17247837466134053
double helix,7,AS-SMEA,0.8350823925070002,0.10484039158063518,0.1452767163169108
double helix,8,AS-SMEA,0.822931845148639,0.09963772257612932,0.1574854298467632
double helix,9,AS-SMEA,0.8416767591792389,0.09305918254022932,0.1629371372954895
double helix,10,AS-SMEA,0.8248736066315264,0.0919220673913728,0.1528159289429781
double helix,11,AS-SMEA,0.8251391456514033,0.09546694987300097,0.15730968785001018
double helix,12,AS-SMEA,0.8253660208445112,0.09401836848807461,0.16788559830647987
double helix,13,AS-SMEA,0.8462306241520013,0.09095249322882346,0.14836859812027595
double helix,14,AS-SMEA,0.8381684850587309,0.0963500227854052,0.16622312100200712
double helix,15,AS-SMEA,0.8683356037209956,0.09937257495570007,0.17026879144705942
double helix,16,AS-SMEA,0.8384601534914917,0.09545478327160759,0.1475914010838941
double helix,17,AS-SMEA,0.8160478442249551,0.10363591848475802,0.18234609609264504
double helix,18,AS-SMEA,0.8225939497139695,0.11148294455319371,0.160583368349924
double helix,19,AS-SMEA,0.8411518372775415,0.11475484672521431,0.17384865275589687
double helix,20,AS-SMEA,0.8243188978157753,0.107633114702114,0.17154730353731332
high-force actuator,1,Frank-WT MF-PIRN,0.8497475597613183,0.05403891218109397,0.07124357490436062
high-force actuator,2,Frank-WT MF-PIRN,0.8228602696578418,0.0541059217056102,0.08283482688527599
high-force actuator,3,Frank-WT MF-PIRN,0.8679836438856945,0.06641363113960597,0.07003724327889127
high-force actuator,4,Frank-WT MF-PIRN,0.859627872243105,0.04751437320331011,0.08720309953804667
high-force actuator,5,Frank-WT MF-PIRN,0.8588597179997335,0.04477845538845011,0.06701007424004539
high-force actuator,6,Frank-WT MF-PIRN,0.837743514625883,0.05093751257772148,0.08013002059731711
high-force actuator,7,Frank-WT MF-PIRN,0.8826674254033243,0.05506498481037339,0.06123840472413776
high-force actuator,8,Frank-WT MF-PIRN,0.8613774653508219,0.06103915744276523,0.07554962722402164
high-force actuator,9,Frank-WT MF-PIRN,0.8624493391493254,0.050781309977315656,0.08020338836357961
high-force actuator,10,Frank-WT MF-PIRN,0.8701736285162941,0.04734395283857375,0.07776033343388818
high-force actuator,11,Frank-WT MF-PIRN,0.8597419785324754,0.046544407139524666,0.08434509693157603
high-force actuator,12,Frank-WT MF-PIRN,0.8889202675921103,0.049278656201955526,0.07045067007422788
high-force actuator,13,Frank-WT MF-PIRN,0.840584509258183,0.03986813079522667,0.07974937970931786
high-force actuator,14,Frank-WT MF-PIRN,0.8754033907064899,0.054653965801408945,0.06323530800937842
high-force actuator,15,Frank-WT MF-PIRN,0.8535081774503421,0.06046593764351868,0.07096163811393927
high-force actuator,16,Frank-WT MF-PIRN,0.8558075523718046,0.05678169764687721,0.09859276861618232
high-force actuator,17,Frank-WT MF-PIRN,0.8502612118698004,0.0569405133200029,0.04572927793548432
high-force actuator,18,Frank-WT MF-PIRN,0.8453274793304406,0.055434624241306914,0.07368706180989534
high-force actuator,19,Frank-WT MF-PIRN,0.8567535823287171,0.050656218386735376,0.08267063912489939
high-force actuator,20,Frank-WT MF-PIRN,0.8366269782445254,0.054294676933554206,0.06618812972484632
high-force actuator,1,MF-HVKG,0.8526008975723985,0.0425638529515556,0.09158468061183664
high-force actuator,2,MF-HVKG,0.8345593270016687,0.05319510992798848,0.0809223901702999
high-force actuator,3,MF-HVKG,0.8534728775289151,0.05475523599445791,0.10286171500415764
high-force actuator,4,MF-HVKG,0.8390454415203259,0.06397333339398951,0.0990037869272298
high-force actuator,5,MF-HVKG,0.8457457858633964,0.056034005127486505,0.10736874439268451
high-force actuator,6,MF-HVKG,0.8546988481216139,0.05869461918913701,0.09753838501693009
high-force actuator,7,MF-HVKG,0.8731837741688088,0.05388905850440115,0.07803232321350977
high-force actuator,8,MF-HVKG,0.8701668623423181,0.06786391438599758,0.08519955679218759
high-force actuator,9,MF-HVKG,0.8363437242407725,0.059568178902287904,0.09432636829263025
high-force actuator,10,MF-HVKG,0.8491501166405621,0.041420686301742525,0.09433552835493089
high-force actuator,11,MF-HVKG,0.8545921846056254,0.05898166318410758,0.097800660211051
high-force actuator,12,MF-HVKG,0.841247548758219,0.070372691439863,0.08270384498686056
high-force actuator,13,MF-HVKG,0.8520811900025472,0.057633149097844796,0.09744260779508597
high-force actuator,14,MF-HVKG,0.856624194295792,0.05255013311031427,0.09673700655404942
high-force actuator,15,MF-HVKG,0.8509285487669445,0.05869875285192953,0.10316620465803181
high-force actuator,16,MF-HVKG,0.8378689256471086,0.058192176290629595,0.0949224221340687
high-force actuator,17,MF-HVKG,0.8548385416278885,0.07009203585577409,0.09311268621176086
high-force actuator,18,MF-HVKG,0.8625324749838097,0.0668259476663997,0.0807428614426924
high-force actuator,19,MF-HVKG,0.8556378456251715,0.05839937870403964,0.07395585328482344
high-force actuator,20,MF-HVKG,0.8492518921660864,0.06663025002816682,0.07028556086757462
high-force actuator,1,qLogNEHVI,0.8357415659728997,0.07428221131283255,0.10546222008929115
high-force actuator,2,qLogNEHVI,0.8366389994687479,0.07183244095706544,0.10076319743857935
high-force actuator,3,qLogNEHVI,0.8356955603110564,0.06506731521322522,0.10596906614987436
high-force actuator,4,qLogNEHVI,0.8190228766124462,0.07922801859381409,0.09885319617374974
high-force actuator,5,qLogNEHVI,0.8582587467186239,0.06660855036550668,0.09690472697260658
high-force actuator,6,qLogNEHVI,0.8445339032063036,0.06521760993458638,0.10584011832530585
high-force actuator,7,qLogNEHVI,0.854852644761128,0.068024002213923,0.11935531735651778
high-force actuator,8,qLogNEHVI,0.8236067821422596,0.06400084566703179,0.10357368970681712
high-force actuator,9,qLogNEHVI,0.8546778324589491,0.0656302952390923,0.10995455813647713
high-force actuator,10,qLogNEHVI,0.8479380311586227,0.06580727902790424,0.09687524184131029
high-force actuator,11,qLogNEHVI,0.8489769316278089,0.070557253173345,0.0903804569186926
high-force actuator,12,qLogNEHVI,0.8296482692390826,0.06331531148814486,0.09926943349778802
high-force actuator,13,qLogNEHVI,0.8486599997403257,0.060024813479561505,0.0993308553873837
high-force actuator,14,qLogNEHVI,0.834969163667711,0.06619429358403667,0.11124896467189904
high-force actuator,15,qLogNEHVI,0.8509175348523318,0.07389678166912966,0.092103268991467
high-force actuator,16,qLogNEHVI,0.8312192616159124,0.06162896030075636,0.11870928264836907
high-force actuator,17,qLogNEHVI,0.8332647036389046,0.0758044380155236,0.0961774788232319
high-force actuator,18,qLogNEHVI,0.8668340377513601,0.07115971601524808,0.1075779697774238
high-force actuator,19,qLogNEHVI,0.8505707976706123,0.06933600487444583,0.11099707578455541
high-force actuator,20,qLogNEHVI,0.8311733780217605,0.07371921531982195,0.09868210763621114
high-force actuator,1,MOMF,0.813674150510812,0.06677405549761004,0.10961597322289884
high-force actuator,2,MOMF,0.8140770467420299,0.07704670651150078,0.11412381506129694
high-force actuator,3,MOMF,0.8270665420745779,0.08278648722691966,0.12025639386813992
high-force actuator,4,MOMF,0.8196318705640337,0.07567461592516243,0.10831599047399315
high-force actuator,5,MOMF,0.8306360256850088,0.07356908829789723,0.12865430934828512
high-force actuator,6,MOMF,0.8147852906910987,0.06792387056797197,0.11484666354741445
high-force actuator,7,MOMF,0.8333469839804968,0.07244052512427056,0.11715965983213263
high-force actuator,8,MOMF,0.8235947363548615,0.07035293937029277,0.12609941950210968
high-force actuator,9,MOMF,0.8034020660001194,0.06602122938884288,0.12818811864481422
high-force actuator,10,MOMF,0.8187256101523239,0.07980402744497382,0.10902501678270253
high-force actuator,11,MOMF,0.8351538801843067,0.0771525158843765,0.1329750011208847
high-force actuator,12,MOMF,0.8107566035387973,0.06853221326808219,0.12074271617265435
high-force actuator,13,MOMF,0.826066100982125,0.08186454874328386,0.11711222082187588
high-force actuator,14,MOMF,0.8293871955621629,0.08561421748088902,0.12821614941239187
high-force actuator,15,MOMF,0.8274791689730551,0.07855737645261848,0.1279120158498013
high-force actuator,16,MOMF,0.8558881050947814,0.07794378561240764,0.1307395435596454
high-force actuator,17,MOMF,0.8334259000969215,0.09153217605275388,0.1292129793900697
high-force actuator,18,MOMF,0.8178721528979962,0.07929610004556135,0.12468098698649016
high-force actuator,19,MOMF,0.8415492363025113,0.08166425252087064,0.0946651880464199
high-force actuator,20,MOMF,0.8320250318252393,0.065411415674751,0.11340183397166317
high-force actuator,1,PHSEA,0.8094147227493403,0.08603949157171528,0.12496333344004897
high-force actuator,2,PHSEA,0.8267921808437911,0.0939272038372745,0.15075159853180506
high-force actuator,3,PHSEA,0.833247039439168,0.08383662154157892,0.13998347020671525
high-force actuator,4,PHSEA,0.8254625226858298,0.0903205049182039,0.11331529131392545
high-force actuator,5,PHSEA,0.8276390582059562,0.08119835613014612,0.14304954618534169
high-force actuator,6,PHSEA,0.8165777296676378,0.09565703056997969,0.13605787832618133
high-force actuator,7,PHSEA,0.7978021794015828,0.09340630018905229,0.1230600171591163
high-force actuator,8,PHSEA,0.8130711366010587,0.069148407404535,0.13047553033182505
high-force actuator,9,PHSEA,0.8073176046740514,0.09038674962725576,0.1546068788280222
high-force actuator,10,PHSEA,0.8350276475790803,0.0805612910252144,0.13533775558935235
high-force actuator,11,PHSEA,0.8176396970377389,0.08139713259586581,0.13459734266492684
high-force actuator,12,PHSEA,0.8266045685422071,0.07947540733450666,0.14234439576808885
high-force actuator,13,PHSEA,0.8511318045928927,0.09109682789894936,0.14366920823445029
high-force actuator,14,PHSEA,0.8136700794567854,0.07858031320570023,0.12575964090359995
high-force actuator,15,PHSEA,0.8272334570007979,0.0790132189111671,0.12875408157094856
high-force actuator,16,PHSEA,0.8127552508755966,0.08430754177815629,0.12253865990856447
high-force actuator,17,PHSEA,0.8072896823607236,0.07944838962008884,0.13628599931319765
high-force actuator,18,PHSEA,0.8361421090938145,0.08485760605749808,0.13029799997171093
high-force actuator,19,PHSEA,0.8623425075460708,0.08649761899242105,0.1204684185007698
high-force actuator,20,PHSEA,0.8215815004992594,0.08638141329292051,0.1177940984003105
high-force actuator,1,MSAEA-DM,0.8229639781190378,0.09276401142107699,0.15683769177601128
high-force actuator,2,MSAEA-DM,0.8015500131321857,0.1149403696448027,0.12667829531836822
high-force actuator,3,MSAEA-DM,0.8027210015370116,0.07984511550019624,0.13978698012902085
high-force actuator,4,MSAEA-DM,0.8172266628111347,0.088727727591004,0.15115353637564513
high-force actuator,5,MSAEA-DM,0.8245603540566846,0.10050565299888188,0.1429760975897105
high-force actuator,6,MSAEA-DM,0.8038923127837493,0.09849472094679407,0.14303537591152748
high-force actuator,7,MSAEA-DM,0.8227842802088144,0.09400360019488231,0.1424522777514221
high-force actuator,8,MSAEA-DM,0.8152669510527765,0.09347001052643812,0.15916817052046
high-force actuator,9,MSAEA-DM,0.8155432555330622,0.09557951174729622,0.16059065831288277
